epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680017584836,2023-03-28T17.33.04.836,6.950,0.012,-0.015,1.020
1680017584846,2023-03-28T17.33.04.846,6.960,0.011,-0.015,1.019
1680017584856,2023-03-28T17.33.04.856,6.970,0.010,-0.016,1.019
1680017584866,2023-03-28T17.33.04.866,6.980,0.012,-0.017,1.019
1680017584876,2023-03-28T17.33.04.876,6.990,0.012,-0.015,1.019
1680017584886,2023-03-28T17.33.04.886,7.000,0.011,-0.016,1.018
1680017584896,2023-03-28T17.33.04.896,7.010,0.011,-0.015,1.018
1680017584906,2023-03-28T17.33.04.906,7.020,0.011,-0.017,1.020
1680017584916,2023-03-28T17.33.04.916,7.030,0.011,-0.016,1.017
1680017584926,2023-03-28T17.33.04.926,7.040,0.011,-0.016,1.017
1680017584936,2023-03-28T17.33.04.936,7.050,0.011,-0.016,1.019
1680017584946,2023-03-28T17.33.04.946,7.060,0.009,-0.016,1.017
1680017584956,2023-03-28T17.33.04.956,7.070,0.009,-0.017,1.018
1680017584966,2023-03-28T17.33.04.966,7.080,0.012,-0.016,1.018
1680017584976,2023-03-28T17.33.04.976,7.090,0.011,-0.015,1.019
1680017584986,2023-03-28T17.33.04.986,7.100,0.010,-0.015,1.018
1680017584996,2023-03-28T17.33.04.996,7.110,0.010,-0.014,1.018
1680017585006,2023-03-28T17.33.05.006,7.120,0.011,-0.016,1.019
1680017585016,2023-03-28T17.33.05.016,7.130,0.011,-0.017,1.018
1680017585026,2023-03-28T17.33.05.026,7.140,0.010,-0.016,1.017
1680017585036,2023-03-28T17.33.05.036,7.150,0.009,-0.016,1.017
1680017585046,2023-03-28T17.33.05.046,7.160,0.011,-0.016,1.018
1680017585056,2023-03-28T17.33.05.056,7.170,0.011,-0.013,1.018
1680017585066,2023-03-28T17.33.05.066,7.180,0.010,-0.015,1.017
1680017585076,2023-03-28T17.33.05.076,7.190,0.011,-0.015,1.016
1680017585086,2023-03-28T17.33.05.086,7.200,0.011,-0.017,1.018
1680017585096,2023-03-28T17.33.05.096,7.210,0.009,-0.017,1.018
1680017585106,2023-03-28T17.33.05.106,7.220,0.012,-0.016,1.017
1680017585116,2023-03-28T17.33.05.116,7.230,0.011,-0.016,1.017
1680017585126,2023-03-28T17.33.05.126,7.240,0.011,-0.017,1.019
1680017585136,2023-03-28T17.33.05.136,7.250,0.012,-0.016,1.018
1680017585146,2023-03-28T17.33.05.146,7.260,0.010,-0.016,1.019
1680017585156,2023-03-28T17.33.05.156,7.270,0.011,-0.017,1.020
1680017585166,2023-03-28T17.33.05.166,7.280,0.013,-0.015,1.018
1680017585176,2023-03-28T17.33.05.176,7.290,0.012,-0.017,1.018
1680017585186,2023-03-28T17.33.05.186,7.300,0.009,-0.016,1.020
1680017585196,2023-03-28T17.33.05.196,7.310,0.011,-0.016,1.019
1680017585206,2023-03-28T17.33.05.206,7.320,0.012,-0.016,1.018
1680017585216,2023-03-28T17.33.05.216,7.330,0.011,-0.014,1.018
1680017585226,2023-03-28T17.33.05.226,7.340,0.011,-0.016,1.017
1680017585236,2023-03-28T17.33.05.236,7.350,0.011,-0.016,1.019
1680017585246,2023-03-28T17.33.05.246,7.360,0.010,-0.014,1.021
1680017585256,2023-03-28T17.33.05.256,7.370,0.010,-0.017,1.017
1680017585266,2023-03-28T17.33.05.266,7.380,0.010,-0.016,1.019
1680017585276,2023-03-28T17.33.05.276,7.390,0.010,-0.014,1.019
1680017585286,2023-03-28T17.33.05.286,7.400,0.010,-0.016,1.020
1680017585296,2023-03-28T17.33.05.296,7.410,0.010,-0.017,1.018
1680017585306,2023-03-28T17.33.05.306,7.420,0.011,-0.017,1.018
1680017585316,2023-03-28T17.33.05.316,7.430,0.011,-0.015,1.018
1680017585326,2023-03-28T17.33.05.326,7.440,0.010,-0.015,1.019
1680017585336,2023-03-28T17.33.05.336,7.450,0.011,-0.016,1.020
1680017585346,2023-03-28T17.33.05.346,7.460,0.010,-0.015,1.021
1680017585356,2023-03-28T17.33.05.356,7.470,0.011,-0.016,1.017
1680017585366,2023-03-28T17.33.05.366,7.480,0.012,-0.016,1.015
1680017585376,2023-03-28T17.33.05.376,7.490,0.011,-0.016,1.019
1680017585386,2023-03-28T17.33.05.386,7.500,0.009,-0.014,1.020
1680017585396,2023-03-28T17.33.05.396,7.510,0.011,-0.014,1.019
1680017585406,2023-03-28T17.33.05.406,7.520,0.012,-0.014,1.019
1680017585416,2023-03-28T17.33.05.416,7.530,0.009,-0.013,1.020
1680017585426,2023-03-28T17.33.05.426,7.540,0.011,-0.017,1.017
1680017585436,2023-03-28T17.33.05.436,7.550,0.009,-0.015,1.018
1680017585446,2023-03-28T17.33.05.446,7.560,0.010,-0.016,1.018
1680017585456,2023-03-28T17.33.05.456,7.570,0.012,-0.018,1.018
1680017585466,2023-03-28T17.33.05.466,7.580,0.011,-0.015,1.018
1680017585476,2023-03-28T17.33.05.476,7.590,0.012,-0.015,1.018
1680017585486,2023-03-28T17.33.05.486,7.600,0.010,-0.014,1.018
1680017585496,2023-03-28T17.33.05.496,7.610,0.010,-0.016,1.019
1680017585506,2023-03-28T17.33.05.506,7.620,0.011,-0.016,1.016
1680017585516,2023-03-28T17.33.05.516,7.630,0.010,-0.017,1.018
1680017585526,2023-03-28T17.33.05.526,7.640,0.012,-0.016,1.018
1680017585536,2023-03-28T17.33.05.536,7.650,0.013,-0.016,1.018
1680017585546,2023-03-28T17.33.05.546,7.660,0.011,-0.013,1.018
1680017585556,2023-03-28T17.33.05.556,7.670,0.010,-0.015,1.016
1680017585566,2023-03-28T17.33.05.566,7.680,0.010,-0.015,1.019
1680017585576,2023-03-28T17.33.05.576,7.690,0.010,-0.016,1.019
1680017585586,2023-03-28T17.33.05.586,7.700,0.009,-0.017,1.018
1680017585596,2023-03-28T17.33.05.596,7.710,0.010,-0.017,1.017
1680017585606,2023-03-28T17.33.05.606,7.720,0.011,-0.016,1.018
1680017585616,2023-03-28T17.33.05.616,7.730,0.010,-0.015,1.019
1680017585626,2023-03-28T17.33.05.626,7.740,0.011,-0.016,1.017
1680017585636,2023-03-28T17.33.05.636,7.750,0.010,-0.016,1.016
1680017585646,2023-03-28T17.33.05.646,7.760,0.012,-0.015,1.016
1680017585656,2023-03-28T17.33.05.656,7.770,0.010,-0.016,1.016
1680017585666,2023-03-28T17.33.05.666,7.780,0.010,-0.016,1.018
1680017585676,2023-03-28T17.33.05.676,7.790,0.010,-0.015,1.018
1680017585686,2023-03-28T17.33.05.686,7.800,0.011,-0.015,1.018
1680017585696,2023-03-28T17.33.05.696,7.810,0.011,-0.015,1.018
1680017585706,2023-03-28T17.33.05.706,7.820,0.011,-0.015,1.017
1680017585716,2023-03-28T17.33.05.716,7.830,0.011,-0.014,1.016
1680017585726,2023-03-28T17.33.05.726,7.840,0.011,-0.014,1.017
1680017585736,2023-03-28T17.33.05.736,7.850,0.010,-0.016,1.018
1680017585746,2023-03-28T17.33.05.746,7.860,0.011,-0.016,1.017
1680017585756,2023-03-28T17.33.05.756,7.870,0.012,-0.017,1.016
1680017585766,2023-03-28T17.33.05.766,7.880,0.012,-0.016,1.017
1680017585776,2023-03-28T17.33.05.776,7.890,0.011,-0.016,1.017
1680017585786,2023-03-28T17.33.05.786,7.900,0.011,-0.014,1.019
1680017585796,2023-03-28T17.33.05.796,7.910,0.010,-0.015,1.019
1680017585806,2023-03-28T17.33.05.806,7.920,0.011,-0.016,1.018
1680017585816,2023-03-28T17.33.05.816,7.930,0.010,-0.016,1.018
1680017585826,2023-03-28T17.33.05.826,7.940,0.009,-0.016,1.017
1680017585836,2023-03-28T17.33.05.836,7.950,0.011,-0.015,1.020
1680017585846,2023-03-28T17.33.05.846,7.960,0.011,-0.016,1.018
1680017585856,2023-03-28T17.33.05.856,7.970,0.010,-0.017,1.017
1680017585866,2023-03-28T17.33.05.866,7.980,0.013,-0.017,1.018
1680017585876,2023-03-28T17.33.05.876,7.990,0.011,-0.015,1.017
1680017585886,2023-03-28T17.33.05.886,8.000,0.012,-0.014,1.018
1680017585896,2023-03-28T17.33.05.896,8.010,0.011,-0.017,1.018
1680017585906,2023-03-28T17.33.05.906,8.020,0.011,-0.018,1.018
1680017585916,2023-03-28T17.33.05.916,8.030,0.010,-0.016,1.018
1680017585926,2023-03-28T17.33.05.926,8.040,0.011,-0.015,1.018
1680017585936,2023-03-28T17.33.05.936,8.050,0.010,-0.016,1.017
1680017585946,2023-03-28T17.33.05.946,8.060,0.011,-0.017,1.017
1680017585956,2023-03-28T17.33.05.956,8.070,0.012,-0.015,1.013
1680017585966,2023-03-28T17.33.05.966,8.080,0.011,-0.016,1.017
1680017585976,2023-03-28T17.33.05.976,8.090,0.009,-0.015,1.019
1680017585986,2023-03-28T17.33.05.986,8.100,0.010,-0.016,1.018
1680017585996,2023-03-28T17.33.05.996,8.110,0.011,-0.015,1.017
1680017586006,2023-03-28T17.33.06.006,8.120,0.012,-0.016,1.019
1680017586016,2023-03-28T17.33.06.016,8.130,0.011,-0.016,1.019
1680017586026,2023-03-28T17.33.06.026,8.140,0.009,-0.016,1.019
1680017586036,2023-03-28T17.33.06.036,8.150,0.010,-0.016,1.017
1680017586046,2023-03-28T17.33.06.046,8.160,0.011,-0.015,1.017
1680017586056,2023-03-28T17.33.06.056,8.170,0.011,-0.017,1.016
1680017586066,2023-03-28T17.33.06.066,8.180,0.010,-0.016,1.020
1680017586076,2023-03-28T17.33.06.076,8.190,0.010,-0.013,1.020
1680017586086,2023-03-28T17.33.06.086,8.200,0.009,-0.015,1.017
1680017586096,2023-03-28T17.33.06.096,8.210,0.008,-0.015,1.021
1680017586106,2023-03-28T17.33.06.106,8.220,0.013,-0.016,1.018
1680017586116,2023-03-28T17.33.06.116,8.230,0.012,-0.014,1.018
1680017586126,2023-03-28T17.33.06.126,8.240,0.011,-0.015,1.021
1680017586136,2023-03-28T17.33.06.136,8.250,0.010,-0.015,1.018
1680017586146,2023-03-28T17.33.06.146,8.260,0.012,-0.016,1.018
1680017586156,2023-03-28T17.33.06.156,8.270,0.011,-0.017,1.018
1680017586166,2023-03-28T17.33.06.166,8.280,0.010,-0.015,1.018
1680017586176,2023-03-28T17.33.06.176,8.290,0.010,-0.016,1.019
1680017586186,2023-03-28T17.33.06.186,8.300,0.009,-0.017,1.017
1680017586196,2023-03-28T17.33.06.196,8.310,0.011,-0.017,1.018
1680017586206,2023-03-28T17.33.06.206,8.320,0.010,-0.016,1.017
1680017586216,2023-03-28T17.33.06.216,8.330,0.011,-0.017,1.017
1680017586226,2023-03-28T17.33.06.226,8.340,0.011,-0.019,1.017
1680017586236,2023-03-28T17.33.06.236,8.350,0.011,-0.015,1.016
1680017586246,2023-03-28T17.33.06.246,8.360,0.010,-0.013,1.018
1680017586256,2023-03-28T17.33.06.256,8.370,0.010,-0.015,1.018
1680017586266,2023-03-28T17.33.06.266,8.380,0.009,-0.016,1.017
1680017586276,2023-03-28T17.33.06.276,8.390,0.011,-0.018,1.020
1680017586286,2023-03-28T17.33.06.286,8.400,0.011,-0.017,1.019
1680017586296,2023-03-28T17.33.06.296,8.410,0.008,-0.017,1.017
1680017586306,2023-03-28T17.33.06.306,8.420,0.008,-0.016,1.018
1680017586316,2023-03-28T17.33.06.316,8.430,0.009,-0.016,1.016
1680017586326,2023-03-28T17.33.06.326,8.440,0.011,-0.017,1.018
1680017586336,2023-03-28T17.33.06.336,8.450,0.012,-0.018,1.018
1680017586346,2023-03-28T17.33.06.346,8.460,0.010,-0.017,1.021
1680017586356,2023-03-28T17.33.06.356,8.470,0.009,-0.017,1.019
1680017586366,2023-03-28T17.33.06.366,8.480,0.009,-0.016,1.019
1680017586376,2023-03-28T17.33.06.376,8.490,0.009,-0.014,1.018
1680017586386,2023-03-28T17.33.06.386,8.500,0.011,-0.017,1.019
1680017586396,2023-03-28T17.33.06.396,8.510,0.009,-0.016,1.014
1680017586406,2023-03-28T17.33.06.406,8.520,0.010,-0.017,1.022
1680017586416,2023-03-28T17.33.06.416,8.530,0.011,-0.018,1.019
1680017586426,2023-03-28T17.33.06.426,8.540,0.011,-0.017,1.016
1680017586436,2023-03-28T17.33.06.436,8.550,0.011,-0.015,1.020
1680017586446,2023-03-28T17.33.06.446,8.560,0.011,-0.015,1.016
1680017586456,2023-03-28T17.33.06.456,8.570,0.007,-0.016,1.014
1680017586466,2023-03-28T17.33.06.466,8.580,0.010,-0.014,1.020
1680017586476,2023-03-28T17.33.06.476,8.590,0.011,-0.015,1.020
1680017586486,2023-03-28T17.33.06.486,8.600,0.010,-0.017,1.017
1680017586496,2023-03-28T17.33.06.496,8.610,0.010,-0.018,1.017
1680017586506,2023-03-28T17.33.06.506,8.620,0.011,-0.017,1.018
1680017586516,2023-03-28T17.33.06.516,8.630,0.011,-0.016,1.019
1680017586526,2023-03-28T17.33.06.526,8.640,0.010,-0.013,1.019
1680017586536,2023-03-28T17.33.06.536,8.650,0.009,-0.013,1.017
1680017586546,2023-03-28T17.33.06.546,8.660,0.012,-0.015,1.017
1680017586556,2023-03-28T17.33.06.556,8.670,0.011,-0.016,1.018
1680017586566,2023-03-28T17.33.06.566,8.680,0.012,-0.017,1.016
1680017586576,2023-03-28T17.33.06.576,8.690,0.013,-0.018,1.017
1680017586586,2023-03-28T17.33.06.586,8.700,0.011,-0.018,1.019
1680017586596,2023-03-28T17.33.06.596,8.710,0.010,-0.016,1.018
1680017586606,2023-03-28T17.33.06.606,8.720,0.008,-0.013,1.020
1680017586616,2023-03-28T17.33.06.616,8.730,0.011,-0.015,1.019
1680017586626,2023-03-28T17.33.06.626,8.740,0.013,-0.016,1.017
1680017586636,2023-03-28T17.33.06.636,8.750,0.012,-0.017,1.018
1680017586646,2023-03-28T17.33.06.646,8.760,0.012,-0.018,1.017
1680017586656,2023-03-28T17.33.06.656,8.770,0.012,-0.016,1.019
1680017586666,2023-03-28T17.33.06.666,8.780,0.011,-0.014,1.018
1680017586676,2023-03-28T17.33.06.676,8.790,0.010,-0.014,1.017
1680017586686,2023-03-28T17.33.06.686,8.800,0.009,-0.015,1.016
1680017586696,2023-03-28T17.33.06.696,8.810,0.009,-0.015,1.017
1680017586706,2023-03-28T17.33.06.706,8.820,0.013,-0.018,1.017
1680017586716,2023-03-28T17.33.06.716,8.830,0.012,-0.017,1.019
1680017586726,2023-03-28T17.33.06.726,8.840,0.012,-0.016,1.019
1680017586736,2023-03-28T17.33.06.736,8.850,0.010,-0.014,1.017
1680017586746,2023-03-28T17.33.06.746,8.860,0.010,-0.014,1.018
1680017586756,2023-03-28T17.33.06.756,8.870,0.009,-0.014,1.019
1680017586766,2023-03-28T17.33.06.766,8.880,0.010,-0.014,1.017
1680017586776,2023-03-28T17.33.06.776,8.890,0.010,-0.016,1.017
1680017586786,2023-03-28T17.33.06.786,8.900,0.011,-0.018,1.020
1680017586796,2023-03-28T17.33.06.796,8.910,0.012,-0.017,1.016
1680017586806,2023-03-28T17.33.06.806,8.920,0.010,-0.014,1.017
1680017586816,2023-03-28T17.33.06.816,8.930,0.007,-0.014,1.017
1680017586826,2023-03-28T17.33.06.826,8.940,0.009,-0.015,1.019
1680017586836,2023-03-28T17.33.06.836,8.950,0.011,-0.015,1.015
1680017586846,2023-03-28T17.33.06.846,8.960,0.010,-0.015,1.017
1680017586856,2023-03-28T17.33.06.856,8.970,0.011,-0.019,1.020
1680017586866,2023-03-28T17.33.06.866,8.980,0.012,-0.018,1.017
1680017586876,2023-03-28T17.33.06.876,8.990,0.012,-0.015,1.017
1680017586886,2023-03-28T17.33.06.886,9.000,0.011,-0.017,1.020
1680017586896,2023-03-28T17.33.06.896,9.010,0.010,-0.016,1.019
1680017586906,2023-03-28T17.33.06.906,9.020,0.010,-0.015,1.017
1680017586916,2023-03-28T17.33.06.916,9.030,0.009,-0.015,1.017
1680017586926,2023-03-28T17.33.06.926,9.040,0.010,-0.015,1.017
1680017586936,2023-03-28T17.33.06.936,9.050,0.010,-0.017,1.020
1680017586946,2023-03-28T17.33.06.946,9.060,0.013,-0.018,1.018
1680017586956,2023-03-28T17.33.06.956,9.070,0.011,-0.017,1.018
1680017586966,2023-03-28T17.33.06.966,9.080,0.010,-0.016,1.018
1680017586976,2023-03-28T17.33.06.976,9.090,0.009,-0.015,1.017
1680017586986,2023-03-28T17.33.06.986,9.100,0.010,-0.014,1.019
1680017586996,2023-03-28T17.33.06.996,9.110,0.010,-0.016,1.019
1680017587006,2023-03-28T17.33.07.006,9.120,0.010,-0.016,1.016
1680017587016,2023-03-28T17.33.07.016,9.130,0.012,-0.018,1.018
1680017587026,2023-03-28T17.33.07.026,9.140,0.011,-0.018,1.018
1680017587036,2023-03-28T17.33.07.036,9.150,0.009,-0.016,1.017
1680017587046,2023-03-28T17.33.07.046,9.160,0.008,-0.016,1.017
1680017587056,2023-03-28T17.33.07.056,9.170,0.011,-0.015,1.018
1680017587066,2023-03-28T17.33.07.066,9.180,0.011,-0.016,1.018
1680017587076,2023-03-28T17.33.07.076,9.190,0.009,-0.017,1.017
1680017587086,2023-03-28T17.33.07.086,9.200,0.011,-0.016,1.018
1680017587096,2023-03-28T17.33.07.096,9.210,0.011,-0.017,1.017
1680017587106,2023-03-28T17.33.07.106,9.220,0.010,-0.015,1.018
1680017587116,2023-03-28T17.33.07.116,9.230,0.009,-0.017,1.017
1680017587126,2023-03-28T17.33.07.126,9.240,0.011,-0.014,1.019
1680017587136,2023-03-28T17.33.07.136,9.250,0.010,-0.015,1.018
1680017587146,2023-03-28T17.33.07.146,9.260,0.011,-0.015,1.018
1680017587156,2023-03-28T17.33.07.156,9.270,0.010,-0.016,1.018
1680017587166,2023-03-28T17.33.07.166,9.280,0.011,-0.019,1.018
1680017587176,2023-03-28T17.33.07.176,9.290,0.013,-0.016,1.018
1680017587186,2023-03-28T17.33.07.186,9.300,0.012,-0.015,1.020
1680017587196,2023-03-28T17.33.07.196,9.310,0.010,-0.014,1.018
1680017587206,2023-03-28T17.33.07.206,9.320,0.010,-0.013,1.018
1680017587216,2023-03-28T17.33.07.216,9.330,0.010,-0.015,1.018
1680017587226,2023-03-28T17.33.07.226,9.340,0.011,-0.016,1.020
1680017587236,2023-03-28T17.33.07.236,9.350,0.010,-0.018,1.019
1680017587246,2023-03-28T17.33.07.246,9.360,0.011,-0.017,1.018
1680017587256,2023-03-28T17.33.07.256,9.370,0.012,-0.017,1.018
1680017587266,2023-03-28T17.33.07.266,9.380,0.012,-0.016,1.018
1680017587276,2023-03-28T17.33.07.276,9.390,0.012,-0.015,1.019
1680017587286,2023-03-28T17.33.07.286,9.400,0.009,-0.015,1.020
1680017587296,2023-03-28T17.33.07.296,9.410,0.010,-0.015,1.018
1680017587306,2023-03-28T17.33.07.306,9.420,0.011,-0.017,1.017
1680017587316,2023-03-28T17.33.07.316,9.430,0.011,-0.016,1.019
1680017587326,2023-03-28T17.33.07.326,9.440,0.011,-0.017,1.018
1680017587336,2023-03-28T17.33.07.336,9.450,0.010,-0.015,1.019
1680017587346,2023-03-28T17.33.07.346,9.460,0.009,-0.015,1.018
1680017587356,2023-03-28T17.33.07.356,9.470,0.010,-0.014,1.018
1680017587366,2023-03-28T17.33.07.366,9.480,0.011,-0.014,1.019
1680017587376,2023-03-28T17.33.07.376,9.490,0.011,-0.016,1.016
1680017587386,2023-03-28T17.33.07.386,9.500,0.011,-0.016,1.018
1680017587396,2023-03-28T17.33.07.396,9.510,0.010,-0.017,1.017
1680017587406,2023-03-28T17.33.07.406,9.520,0.011,-0.018,1.018
1680017587416,2023-03-28T17.33.07.416,9.530,0.012,-0.015,1.018
1680017587426,2023-03-28T17.33.07.426,9.540,0.009,-0.015,1.018
1680017587436,2023-03-28T17.33.07.436,9.550,0.010,-0.015,1.018
1680017587446,2023-03-28T17.33.07.446,9.560,0.011,-0.015,1.018
1680017587456,2023-03-28T17.33.07.456,9.570,0.011,-0.016,1.020
1680017587466,2023-03-28T17.33.07.466,9.580,0.012,-0.017,1.019
1680017587476,2023-03-28T17.33.07.476,9.590,0.012,-0.018,1.018
1680017587486,2023-03-28T17.33.07.486,9.600,0.010,-0.017,1.017
1680017587496,2023-03-28T17.33.07.496,9.610,0.011,-0.016,1.017
1680017587506,2023-03-28T17.33.07.506,9.620,0.010,-0.014,1.017
1680017587516,2023-03-28T17.33.07.516,9.630,0.010,-0.014,1.018
1680017587526,2023-03-28T17.33.07.526,9.640,0.010,-0.016,1.018
1680017587536,2023-03-28T17.33.07.536,9.650,0.013,-0.016,1.018
1680017587546,2023-03-28T17.33.07.546,9.660,0.010,-0.017,1.016
1680017587556,2023-03-28T17.33.07.556,9.670,0.011,-0.017,1.018
1680017587566,2023-03-28T17.33.07.566,9.680,0.011,-0.015,1.018
1680017587576,2023-03-28T17.33.07.576,9.690,0.010,-0.015,1.018
1680017587586,2023-03-28T17.33.07.586,9.700,0.011,-0.014,1.018
1680017587596,2023-03-28T17.33.07.596,9.710,0.011,-0.015,1.019
1680017587606,2023-03-28T17.33.07.606,9.720,0.010,-0.017,1.020
1680017587616,2023-03-28T17.33.07.616,9.730,0.012,-0.017,1.018
1680017587626,2023-03-28T17.33.07.626,9.740,0.009,-0.017,1.018
1680017587636,2023-03-28T17.33.07.636,9.750,0.010,-0.015,1.018
1680017587646,2023-03-28T17.33.07.646,9.760,0.011,-0.015,1.019
1680017587656,2023-03-28T17.33.07.656,9.770,0.010,-0.016,1.018
1680017587666,2023-03-28T17.33.07.666,9.780,0.011,-0.015,1.017
1680017587676,2023-03-28T17.33.07.676,9.790,0.010,-0.016,1.018
1680017587686,2023-03-28T17.33.07.686,9.800,0.009,-0.018,1.019
1680017587696,2023-03-28T17.33.07.696,9.810,0.010,-0.016,1.018
1680017587706,2023-03-28T17.33.07.706,9.820,0.010,-0.016,1.018
1680017587716,2023-03-28T17.33.07.716,9.830,0.010,-0.016,1.018
1680017587726,2023-03-28T17.33.07.726,9.840,0.010,-0.015,1.018
1680017587736,2023-03-28T17.33.07.736,9.850,0.010,-0.017,1.019
1680017587746,2023-03-28T17.33.07.746,9.860,0.010,-0.016,1.018
1680017587756,2023-03-28T17.33.07.756,9.870,0.010,-0.016,1.018
1680017587766,2023-03-28T17.33.07.766,9.880,0.011,-0.016,1.018
1680017587776,2023-03-28T17.33.07.776,9.890,0.010,-0.019,1.018
1680017587786,2023-03-28T17.33.07.786,9.900,0.010,-0.017,1.017
1680017587796,2023-03-28T17.33.07.796,9.910,0.009,-0.016,1.018
1680017587806,2023-03-28T17.33.07.806,9.920,0.011,-0.016,1.018
1680017587816,2023-03-28T17.33.07.816,9.930,0.011,-0.015,1.018
1680017587826,2023-03-28T17.33.07.826,9.940,0.010,-0.016,1.017
1680017587836,2023-03-28T17.33.07.836,9.950,0.013,-0.017,1.019
1680017587846,2023-03-28T17.33.07.846,9.960,0.012,-0.016,1.018
1680017587856,2023-03-28T17.33.07.856,9.970,0.012,-0.017,1.020
1680017587866,2023-03-28T17.33.07.866,9.980,0.012,-0.016,1.018
1680017587876,2023-03-28T17.33.07.876,9.990,0.011,-0.015,1.020
1680017587886,2023-03-28T17.33.07.886,10.000,0.009,-0.016,1.017
1680017587896,2023-03-28T17.33.07.896,10.010,0.011,-0.014,1.016
1680017587906,2023-03-28T17.33.07.906,10.020,0.011,-0.015,1.018
1680017587916,2023-03-28T17.33.07.916,10.030,0.011,-0.018,1.018
1680017587926,2023-03-28T17.33.07.926,10.040,0.011,-0.017,1.018
1680017587936,2023-03-28T17.33.07.936,10.050,0.011,-0.016,1.018
1680017587946,2023-03-28T17.33.07.946,10.060,0.010,-0.015,1.019
1680017587956,2023-03-28T17.33.07.956,10.070,0.011,-0.015,1.017
1680017587966,2023-03-28T17.33.07.966,10.080,0.011,-0.016,1.017
1680017587976,2023-03-28T17.33.07.976,10.090,0.011,-0.016,1.020
1680017587986,2023-03-28T17.33.07.986,10.100,0.012,-0.015,1.018
1680017587996,2023-03-28T17.33.07.996,10.110,0.012,-0.016,1.019
1680017588006,2023-03-28T17.33.08.006,10.120,0.010,-0.018,1.018
1680017588016,2023-03-28T17.33.08.016,10.130,0.011,-0.015,1.016
1680017588026,2023-03-28T17.33.08.026,10.140,0.011,-0.015,1.019
1680017588036,2023-03-28T17.33.08.036,10.150,0.011,-0.016,1.020
1680017588046,2023-03-28T17.33.08.046,10.160,0.011,-0.016,1.020
1680017588056,2023-03-28T17.33.08.056,10.170,0.010,-0.016,1.020
1680017588066,2023-03-28T17.33.08.066,10.180,0.012,-0.016,1.020
1680017588076,2023-03-28T17.33.08.076,10.190,0.012,-0.016,1.018
1680017588086,2023-03-28T17.33.08.086,10.200,0.010,-0.016,1.018
1680017588096,2023-03-28T17.33.08.096,10.210,0.012,-0.015,1.019
1680017588106,2023-03-28T17.33.08.106,10.220,0.010,-0.017,1.018
1680017588116,2023-03-28T17.33.08.116,10.230,0.010,-0.016,1.018
1680017588126,2023-03-28T17.33.08.126,10.240,0.008,-0.015,1.020
1680017588136,2023-03-28T17.33.08.136,10.250,0.010,-0.017,1.018
1680017588146,2023-03-28T17.33.08.146,10.260,0.011,-0.014,1.019
1680017588156,2023-03-28T17.33.08.156,10.270,0.009,-0.014,1.019
1680017588166,2023-03-28T17.33.08.166,10.280,0.010,-0.016,1.017
1680017588176,2023-03-28T17.33.08.176,10.290,0.013,-0.017,1.018
1680017588186,2023-03-28T17.33.08.186,10.300,0.011,-0.015,1.019
1680017588196,2023-03-28T17.33.08.196,10.310,0.010,-0.013,1.020
1680017588206,2023-03-28T17.33.08.206,10.320,0.011,-0.015,1.017
1680017588216,2023-03-28T17.33.08.216,10.330,0.011,-0.014,1.016
1680017588226,2023-03-28T17.33.08.226,10.340,0.011,-0.014,1.019
1680017588236,2023-03-28T17.33.08.236,10.350,0.012,-0.016,1.019
1680017588246,2023-03-28T17.33.08.246,10.360,0.011,-0.017,1.019
1680017588256,2023-03-28T17.33.08.256,10.370,0.012,-0.016,1.020
1680017588266,2023-03-28T17.33.08.266,10.380,0.013,-0.016,1.018
1680017588276,2023-03-28T17.33.08.276,10.390,0.012,-0.018,1.017
1680017588286,2023-03-28T17.33.08.286,10.400,0.011,-0.017,1.019
1680017588296,2023-03-28T17.33.08.296,10.410,0.010,-0.014,1.018
1680017588306,2023-03-28T17.33.08.306,10.420,0.010,-0.013,1.017
1680017588316,2023-03-28T17.33.08.316,10.430,0.010,-0.016,1.017